web_name,team,position,form,value,now_cost,predicted_value,projection,Z Score,total_rank
N'Lundulu,Southampton,Forward,0.2,2.888888888888889,4.5,2.7757091149165376,12.49069101712442,-3.162290032189648,55.0
King,Everton,Forward,0.4,2.1568627450980395,5.1,2.286421177130172,11.660748003363876,-3.2823990729792936,56.0
Carlos Vinicius,Spurs,Forward,0.0,1.8840579710144927,6.9,2.8770312911186293,19.851515908718543,-3.286751457595212,57.0
Long,Southampton,Forward,0.0,2.3529411764705883,5.1,2.36798372024537,12.076716973251386,-3.4346838487154807,58.0
Zeqiri,Brighton,Forward,0.4,1.6,5.0,1.746507145174163,8.732535725870815,-3.539548879072872,59.0
Origi,Liverpool,Forward,0.0,1.9607843137254903,5.1,1.9466325081316154,9.927825791471237,-3.61886339780994,60.0
Wesley,Aston Villa,Forward,0.5,0.5,6.0,0.669050055662797,4.014300333976782,-3.9543360097423266,61.0
Obafemi,Southampton,Forward,0.4,0.6521739130434783,4.6,0.6595680260644883,3.0340129198966457,-4.002666743288596,62.0
Austin,West Brom,Forward,0.0,0.9803921568627452,5.1,1.0947587837837485,5.583269797297117,-4.042737460427281,63.0
Tosun,Everton,Forward,0.0,0.6666666666666666,6.0,0.7438120369413,4.4628722216478005,-4.168772840052719,64.0
Mumbongo,Burnley,Forward,0.0,0.6666666666666666,4.5,0.6663696585076901,2.998663463284606,-4.220883979970392,65.0
Richardson,Burnley,Forward,0.0,0.4444444444444444,4.5,0.41262903017491176,1.856830635787103,-4.322552102977613,66.0
Cutrone,Wolves,Forward,0.0,0.3389830508474576,5.9,0.4295560736159908,2.5343808343343457,-4.327401661607852,67.0
Kean,Everton,Forward,0.0,0.3508771929824561,5.7,0.36525845847878075,2.0819732133290505,-4.34023626798601,68.0
Delap,Man City,Forward,0.0,0.23809523809523808,4.2,0.22639227125022846,0.9508475392509596,-4.411467032687019,69.0
Huggins,Leeds,Forward,0.0,0.2222222222222222,4.5,0.23138861276188916,1.0412487574285012,-4.412608965799602,70.0
Scarlett,Spurs,Forward,0.0,0.2222222222222222,4.5,0.22595692172912046,1.0168061477810422,-4.413478877445749,71.0
Hackford,Sheffield Utd,Forward,0.0,0.22727272727272727,4.4,0.22004478551434925,0.9681970562631368,-4.413821820371074,72.0
Slimani,Leicester,Forward,0.0,0.2040816326530612,4.9,0.21637967514381273,1.0602604082046825,-4.416914409673053,73.0
Ighalo,Man Utd,Forward,0.0,0.1639344262295082,6.1,0.17443887104308686,1.0640771133628297,-4.4278044611931175,74.0
Greenwood,Leeds,Forward,0.0,0.0,4.5,0.0,0.0,-4.5106973051735695,83.0
Campana,Wolves,Forward,0.0,0.0,4.7,0.0,0.0,-4.5106973051735695,83.0
Bonatini,Wolves,Forward,0.0,0.0,4.8,0.0,0.0,-4.5106973051735695,83.0
Odubeko,West Ham,Forward,0.0,0.0,4.5,0.0,0.0,-4.5106973051735695,83.0
Ajeti,West Ham,Forward,0.0,0.0,5.5,0.0,0.0,-4.5106973051735695,83.0
Hugill,West Ham,Forward,0.0,0.0,5.5,0.0,0.0,-4.5106973051735695,83.0
Wickham,Crystal Palace,Forward,0.0,0.0,4.4,0.0,0.0,-4.5106973051735695,83.0
