web_name,team,position,form,value,now_cost,predicted_value,projection,Z Score,total_rank
Gordon,Everton,Midfielder,0.0,0.6976744186046512,4.3,0.6901127153376895,2.9674846759520648,-4.317534427903188,198.0
Tavares,Leicester,Midfielder,0.0,0.6818181818181818,4.4,0.6766943758302436,2.9774552536530723,-4.321433213713216,199.0
Field,West Brom,Midfielder,0.0,0.625,4.8,0.644390051178232,3.0930722456555135,-4.332248244547614,200.0
Corbeanu,Wolves,Midfielder,0.2,0.22727272727272727,4.4,0.22240568954854623,0.9785850340136035,-4.403561973117155,201.0
Izquierdo,Brighton,Midfielder,0.2,0.18181818181818182,5.5,0.1888411665390047,1.038626415964526,-4.4134958598684735,202.0
Harper,West Brom,Midfielder,0.0,0.46511627906976744,4.3,0.45328137192854967,1.9491098992927636,-4.42071870155668,203.0
Watts,Southampton,Midfielder,0.0,0.4444444444444444,4.5,0.44087159666206105,1.9839221849792747,-4.42493992578188,204.0
Nelson,Arsenal,Midfielder,0.0,0.3921568627450981,5.1,0.39956896587251467,2.0378017259498247,-4.4369670547355184,205.0
Felipe Anderson,West Ham,Midfielder,0.0,0.3278688524590164,6.1,0.36366758545239297,2.218372271259597,-4.447238663622813,206.0
Shoretire,Man Utd,Midfielder,0.0,0.22727272727272727,4.4,0.22595692172912046,0.9942104556081302,-4.522826574613097,207.0
Broadhead,Everton,Midfielder,0.0,0.2222222222222222,4.5,0.22627203670315013,1.0182241651641757,-4.523245313382059,208.0
Molumby,Brighton,Midfielder,0.0,0.2222222222222222,4.5,0.22595692172912046,1.0168061477810422,-4.5233013250566145,209.0
Anderson,Newcastle,Midfielder,0.0,0.2222222222222222,4.5,0.2220652755738576,0.9992937400823593,-4.523993065011549,210.5
Khadra,Brighton,Midfielder,0.0,0.2222222222222222,4.5,0.2220652755738576,0.9992937400823593,-4.523993065011549,210.5
Ndiaye,Sheffield Utd,Midfielder,0.0,0.2222222222222222,4.5,0.21967497547122794,0.9885373896205257,-4.524417940763172,212.0
Gray,Leicester,Midfielder,0.0,0.19607843137254904,5.1,0.21956162772222151,1.1197643013833296,-4.52631216404781,213.0
Leshabela,Leicester,Midfielder,0.0,0.22727272727272727,4.4,0.1878873662409421,0.8267044114601453,-4.529443061930185,214.0
Gbamin,Everton,Midfielder,0.0,0.2,5.0,0.17703965823403797,0.8851982911701899,-4.53451586667605,215.0
Shabani,Wolves,Midfielder,0.0,0.0,4.4,0.0,0.0,-4.623625483276127,251.5
Ferry,Southampton,Midfielder,0.0,0.0,4.5,0.0,0.0,-4.623625483276127,251.5
Leko,West Brom,Midfielder,0.0,0.0,4.5,0.0,0.0,-4.623625483276127,251.5
Chauke,Southampton,Midfielder,0.0,0.0,4.4,0.0,0.0,-4.623625483276127,251.5
Wilshere,West Ham,Midfielder,0.0,0.0,4.9,0.0,0.0,-4.623625483276127,251.5
Finnigan,Southampton,Midfielder,0.0,0.0,4.5,0.0,0.0,-4.623625483276127,251.5
Devine,Spurs,Midfielder,0.0,0.0,4.4,0.0,0.0,-4.623625483276127,251.5
Coventry,West Ham,Midfielder,0.0,0.0,4.5,0.0,0.0,-4.623625483276127,251.5
Skipp,Spurs,Midfielder,0.0,0.0,4.4,0.0,0.0,-4.623625483276127,251.5
Fernandes,Spurs,Midfielder,0.0,0.0,4.7,0.0,0.0,-4.623625483276127,251.5
