web_name,team,position,form,value,now_cost,predicted_value,projection,Z Score,total_rank
Macey,Arsenal,Goalkeeper,0.0,0.0,4.0,0.0,0.0,-3.1406458777110693,60.5
Roberto,West Ham,Goalkeeper,0.0,0.0,4.5,0.0,0.0,-3.1406458777110693,60.5
Trott,West Ham,Goalkeeper,0.0,0.0,4.0,0.0,0.0,-3.1406458777110693,60.5
Norris,Burnley,Goalkeeper,0.0,0.0,4.0,0.0,0.0,-3.1406458777110693,60.5
Heaton,Aston Villa,Goalkeeper,0.0,0.0,4.5,0.0,0.0,-3.1406458777110693,60.5
Foderingham,Sheffield Utd,Goalkeeper,0.0,0.0,4.3,0.0,0.0,-3.1406458777110693,60.5
Henderson,Crystal Palace,Goalkeeper,0.0,0.0,4.0,0.0,0.0,-3.1406458777110693,60.5
Langley,Newcastle,Goalkeeper,0.0,0.0,3.9,0.0,0.0,-3.1406458777110693,60.5
Fabri,Fulham,Goalkeeper,0.0,0.0,3.9,0.0,0.0,-3.1406458777110693,60.5
Bettinelli,Fulham,Goalkeeper,0.0,0.0,4.3,0.0,0.0,-3.1406458777110693,60.5
McGill,Brighton,Goalkeeper,0.0,0.0,3.9,0.0,0.0,-3.1406458777110693,60.5
Steele,Brighton,Goalkeeper,0.0,0.0,3.9,0.0,0.0,-3.1406458777110693,60.5
Ward,Leicester,Goalkeeper,0.0,0.0,4.3,0.0,0.0,-3.1406458777110693,60.5
Miazek,Leeds,Goalkeeper,0.0,0.0,4.0,0.0,0.0,-3.1406458777110693,60.5
Walton,Brighton,Goalkeeper,0.0,0.0,4.0,0.0,0.0,-3.1406458777110693,60.5
Caprile,Leeds,Goalkeeper,0.0,0.0,4.0,0.0,0.0,-3.1406458777110693,60.5
Sarkic,Wolves,Goalkeeper,0.0,0.0,4.4,0.0,0.0,-3.1406458777110693,60.5
Hughes,Liverpool,Goalkeeper,0.0,0.0,4.0,0.0,0.0,-3.1406458777110693,60.5
Ojrzynski,Liverpool,Goalkeeper,0.0,0.0,4.0,0.0,0.0,-3.1406458777110693,60.5
Bravo,Man City,Goalkeeper,0.0,0.0,4.5,0.0,0.0,-3.1406458777110693,60.5
Nyland,Aston Villa,Goalkeeper,0.0,0.0,4.0,0.0,0.0,-3.1406458777110693,60.5
Trafford,Man City,Goalkeeper,0.0,0.0,4.0,0.0,0.0,-3.1406458777110693,60.5
Romero,Man Utd,Goalkeeper,0.0,0.0,4.9,0.0,0.0,-3.1406458777110693,60.5
Lössl,Everton,Goalkeeper,0.0,0.0,4.3,0.0,0.0,-3.1406458777110693,60.5
Grant,Man Utd,Goalkeeper,0.0,0.0,4.0,0.0,0.0,-3.1406458777110693,60.5
Bishop,Man Utd,Goalkeeper,0.0,0.0,4.0,0.0,0.0,-3.1406458777110693,60.5
Gillespie,Newcastle,Goalkeeper,0.0,0.0,4.3,0.0,0.0,-3.1406458777110693,60.5
Moore,Sheffield Utd,Goalkeeper,0.0,0.0,4.3,0.0,0.0,-3.1406458777110693,60.5
Söndergaard,Wolves,Goalkeeper,0.0,0.0,4.0,0.0,0.0,-3.1406458777110693,60.5
